dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,22,859,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""djembe""]",yes,yes/no,2
train,74,2777,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""saron""]",yes,yes/no,2
train,148,5808,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,207,8004,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,4,172,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""voice""]",yes,yes/no,2
train,44,1649,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""computer""]",yes,yes/no,2
train,290,11099,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""voice""]",yes,yes/no,2
train,179,6937,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,73,2736,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""taiko""]",yes,yes/no,2
train,201,7799,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,261,10023,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""voice""]",yes,yes/no,2
train,182,7059,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,188,7284,Visual,Temporal,Did the <object> perform any visual actions during the video?,"[""dancer""]",yes,yes/no,2
train,68,2568,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,174,6746,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,139,5471,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,119,4722,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,48,1813,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,80,3030,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,307,11771,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,56,2129,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,177,6869,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,111,4383,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,304,11646,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,47,1772,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,182,7070,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,90,3454,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,82,3114,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,103,4050,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,62,2349,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,45,1691,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,254,9700,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,12,515,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,263,10123,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,180,6992,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,234,8861,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,94,3629,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,160,6295,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,99,3854,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,265,10162,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,156,6138,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,200,7778,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,176,6829,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,175,6789,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,202,7844,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,283,10817,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,8,368,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,102,3999,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,201,7811,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,241,9120,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,171,6604,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,54,2050,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,192,7472,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,136,5370,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,46,1728,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,146,5750,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,144,5660,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,298,11429,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,297,11395,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],no,yes/no,2
train,278,10624,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,258,9891,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,73,2752,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,212,8200,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,216,8284,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,181,7031,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,235,8896,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,79,2990,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,262,10084,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,259,9941,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,276,10555,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,215,8268,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,78,2943,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,266,10181,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,279,10660,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,44,1659,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,112,4412,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,282,10773,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,191,7426,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,217,8300,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,59,2244,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,65,2467,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,91,3494,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,195,7600,Audio-Visual,Temporal,Did the visual theme of the stage change during the piece?,[],yes,yes/no,2
train,213,8229,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,252,9611,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,220,8342,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,21,837,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,69,2608,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,167,6499,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,96,3722,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,28,1134,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,214,8251,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,224,8502,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,66,2499,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],no,yes/no,2
train,7,331,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,302,11580,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,62,2357,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,295,11322,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,238,9012,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,93,3596,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,32,1279,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,67,2533,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,159,6257,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,30,1218,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,149,5878,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,81,3075,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,92,3556,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,27,1103,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,263,10126,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,134,5301,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,199,7745,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,130,5159,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,150,5912,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,157,6179,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,172,6660,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,17,701,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,37,1451,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,59,2247,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,46,1736,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,73,2755,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,147,5794,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,240,9087,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,153,6029,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,0,41,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,2,109,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,118,4685,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,145,5709,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,276,10557,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,182,7072,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,260,9998,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,202,7846,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,65,2470,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,198,7711,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,189,7343,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,287,10988,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,79,2994,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,270,10343,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,139,5477,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,91,3504,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,162,6372,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,275,10522,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,110,4357,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,243,9206,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,25,1023,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,200,7780,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,244,9253,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,231,8770,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,158,6210,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,143,5615,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,75,2840,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,123,4888,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,285,10914,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,298,11437,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,95,3676,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,281,10737,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,188,7304,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,9,416,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,39,1521,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,102,4008,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,125,4967,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,71,2678,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,269,10303,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,249,9477,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,194,7566,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,117,4647,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,190,7387,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,156,6144,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,210,8129,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,103,4054,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,228,8646,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,234,8867,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,120,4776,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,106,4204,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,104,4107,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,82,3119,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,242,9162,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,192,7478,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,248,9428,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,303,11615,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,52,1981,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,292,11207,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,262,10091,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,185,7193,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,301,11549,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,60,2280,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,68,2569,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,271,10380,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,177,6875,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,48,1821,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,111,4385,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,179,6957,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,116,4598,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,127,5039,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,161,6340,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,254,9707,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,146,5754,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,122,4842,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,94,3637,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,235,8899,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,10,455,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,137,5409,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,11,485,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,175,6795,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,274,10485,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,256,9797,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,34,1370,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,225,8537,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,114,4511,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,209,8090,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,282,10781,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,109,4318,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,56,2133,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,267,10236,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,257,9845,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,99,3865,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,309,11838,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,24,975,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,8,370,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,107,4250,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,230,8732,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,105,4155,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,186,7229,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,57,2174,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,26,1074,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,126,5004,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,293,11254,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,131,5187,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,54,2059,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,3,150,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,239,9048,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,227,8590,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,307,11773,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,97,3770,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,250,9524,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,233,8832,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,44,1663,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,152,5990,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,229,8689,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,165,6470,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,43,1629,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,53,2015,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,31,1250,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,148,5835,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,133,5267,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,154,6062,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,112,4418,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,253,9663,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,151,5949,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,23,925,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,176,6836,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,101,3964,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,155,6102,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,16,657,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,41,1569,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
train,80,3034,Audio-Visual,Comparative,Do the performers visual cues coordinate with the rhythm of the music? ,[],yes,yes/no,2
